ID,Term,Topic #1,Topic #2,Topic #3,Topic #4,Synonym #1,Synonym #2,Synonym #3,Synonym #4,Synonym #5,Synonym #6,Synonym #7,Synonym #8,Synonym #9,Synonym #10,Synonym #11,Synonym #12,Definition #1,Definition #2,Definition #3,Definition #4
6370,governing body,Environmental Governance,,,,decision-making body,,,,,,,,,,,,"The supreme body of a MEA that meets periodically, or as needed, to review progress in the implementation of the MEA, to adopt programmes of work. (Source: InforMEA and based on CBD) ",,,
5989,information exchange,Environmental Governance,,,,CHM,knowledge management,clearing-house mechanism,information exchange,,,,,,,,,"A clearing house mechanism is usually set up to facilitate access to data, to create transparency, and to point up factors relevant to implementation of a convention. It is a decentralized needs-oriented system that assists decision-making and improves co-ordination on such things as projects. Key elements of the CHM are: information exchange, co-operation, network development, and Transparency, the availability of national, regional, and local data (draft based on www.conservation-development.net)",The Clearing-House Mechanism (CHM) of the Convention of Biological Diversity (CBD) is a worldwide network of government and partner organizations facilitating scientific and technical cooperation through information exchange (Source: CBD),,
6492,joint liaison group,Environmental Governance,,,,JLG,,,,,,,,,,,,"The Joint Liaison Group encompasses the secretariats of the Convention on Biological Diversity, The United Nations Convention to Combat Desertification and the United Nations Framework Convention on Climate Change. It aims to enhance coordination between the three conventions, exploring options for cooperation and synergisty action. (Source: UNCCD-ICCD/CRIC(11)/INF.3)",,,
6201,Memorandum of Understanding,Environmental Governance,,,,MOU,,,,,,,,,,,,"A written statement detailing the preliminary understanding of parties who plan to enter into a contract or some other agreement. Such an MOU or letter of intent is not meant to be legally binding. (Source: Black' Law Dictionary, 2007)",,,
6498,mutually agreed term,Environmental Governance,,,,MAT,,,,,,,,,,,,"Under the CBD, the concept of mutually agreed terms means that the access to genetic resources and the sharing of resulting benefits among the parties (the contracting country, as represented by its competent authority, and the party using the genetic resources) must be regulated by a contractual agreement. (Source: CBD Art. 15 (2), (4), and (7))",,,
6368,national focal point,Environmental Governance,,,,competent authority,management authority,national authority,,,,,,,,,,A national entity or authority designated by a State Party and charged with facilitating the State Party's compliance with international agreements at the national level. Most treaties commit parties to designate a national focal point. (Source: InforMEA/MMA),,,
6446,negotiation,Environmental Governance,,,,law making,negotiator,policy formulation,,,,,,,,,,"The process of discussing a particular environment- related issue, beginning with an international conference to consider the issue through the  formulation of an international agreement text which includes aim, definitions and provisions on implementation, enforcement and compliance with participation of negotiators representing their governments, advisory groups such as scientific bodies or NGOs (Source: drafted).",,,
6318,non-party,Environmental Governance,,,,,,,,,,,,,,,,"A State that has not ratified, acceded, or otherwise become a party to an international agreement. As a Non-Party, a State may have limited rights to participate in negotiations or deliberations under the agreement, or to invoke provisions of the agreement. (Source: Glossary of Terms for Negotiators of MEAs, UNEP, 2007)",,,
6366,notification,Environmental Governance,,,,,,,,,,,,,,,,"A notification (i.e. of planned activities) is a formal communication that bears legal consequences (e.g. start of a time-bound period). (Source: Glossary of terms for Negotiators of MEAs, 2007) ","The term ""notification"" refers to a formality through which a state or an international organization communicates certain facts or events of legal importance. Notification is increasingly resorted to as a means of expressing final consent. Instead of opting for the exchange of documents or deposit, states may be content to notify their consent to the other party or to the depositary. However, all other acts and instruments relating to the life of a treaty may also call for notifications. (Source: Arts.16 (c), 78 etc,. Vienna Convention on the Law of Treaties 1969)",,
6365,notification obligation,Environmental Governance,,,,Rio Principle 18,,,,,,,,,,,,States shall immediately notify other States of any natural disasters or other emergencies that are likely to produce sudden harmful effects on the environment of those States. Every effort shall be made by the international community to help States so afflicted. (Principle 18) ,,,
6362,observer,Environmental Governance,,,,,,,,,,,,,,,,"A non-state or state actor invited to participate in a limited capacity in discussions during negotiations. Observers are not allowed to negotiate text and have no voting powers. In practice, some observer states do negotiate, although they do not participate in final decision making. (Source: Glossary of terms for Negotiators of MEAs, 2007)",,,
6360,party,Environmental Governance,,,,contracting party,member state,participant,signatory,,,,,,,,,"A State (or regional economic integration organization, such as the European Union) that has ratified, acceded to, or otherwise formally indicated its intent to be bound by an international agreement, and for which the agreement is in force. While most Parties have signed the instrument in question, it is not usually a necessary step in order to become a Party. (Source: InforMEA) ",,,
